"","ContractID","ConractSize","Currency","Expiration","Strike","Last","Chg","ChgPct","Bid","Ask","Vol","OI","LastTradeTime","IV","ITM"
"169","AAPL220715C00155000","REGULAR","USD",2022-07-15,155,0.1,-0.009999998,-9.090907,0.08,0.1,925,25933,2022-07-01 15:59:34,0.3086006640625,FALSE
"170","AAPL220715C00157500","REGULAR","USD",2022-07-15,157.5,0.05,-0.029999997,-37.499996,0.05,0.07,235,3372,2022-07-01 15:52:45,0.32617861328125,FALSE
"171","AAPL220715C00160000","REGULAR","USD",2022-07-15,160,0.05,-0.009999998,-16.666664,0.04,0.05,502,31148,2022-07-01 15:59:29,0.3437565625,FALSE
"172","AAPL220715C00165000","REGULAR","USD",2022-07-15,165,0.02,-0.01,-33.333336,0.02,0.03,199,24732,2022-07-01 15:45:45,0.3789124609375,FALSE
"173","AAPL220715C00170000","REGULAR","USD",2022-07-15,170,0.02,0,0,0.01,0.02,193,20159,2022-07-01 15:58:54,0.4179745703125,FALSE
"174","AAPL220715C00175000","REGULAR","USD",2022-07-15,175,0.02,0.01,100,0.01,0.02,95,28860,2022-07-01 15:57:56,0.4687553125,FALSE
"175","AAPL220715C00180000","REGULAR","USD",2022-07-15,180,0.01,0,0,0.01,0.02,28,22171,2022-07-01 15:29:10,0.507817421875,FALSE
"176","AAPL220715C00185000","REGULAR","USD",2022-07-15,185,0.01,0,0,0,0.02,3092,13819,2022-07-01 14:43:12,0.5312546875,FALSE
"177","AAPL220715C00190000","REGULAR","USD",2022-07-15,190,0.01,0,0,0,0.01,2,10491,2022-07-01 15:25:45,0.5312546875,FALSE
"178","AAPL220715C00195000","REGULAR","USD",2022-07-15,195,0.01,0,0,0,0.01,6,5111,2022-06-30 13:01:16,0.57812921875,FALSE
"179","AAPL220715C00200000","REGULAR","USD",2022-07-15,200,0.01,0,0,0,0.01,3,13314,2022-07-01 10:48:00,0.62500375,FALSE
"180","AAPL220715C00205000","REGULAR","USD",2022-07-15,205,0.01,0,0,0,0.01,18,4867,2022-06-29 12:07:42,0.6562534375,FALSE
"181","AAPL220715C00210000","REGULAR","USD",2022-07-15,210,0.01,0,0,0,0.01,2,6152,2022-06-30 10:17:18,0.687503125,FALSE
"182","AAPL220715C00215000","REGULAR","USD",2022-07-15,215,0.01,0,0,0,0.01,1,1487,2022-06-27 11:37:13,0.7187528125,FALSE
"183","AAPL220715C00220000","REGULAR","USD",2022-07-15,220,0.01,0,0,0,0.01,2,1696,2022-06-30 11:20:41,0.76562734375,FALSE
"184","AAPL220715C00225000","REGULAR","USD",2022-07-15,225,0.01,0,0,0,0.01,28,1222,2022-06-24 10:19:33,0.79687703125,FALSE
"185","AAPL220715C00230000","REGULAR","USD",2022-07-15,230,0.01,0,0,0,0.01,24,1327,2022-06-24 10:19:31,0.8437515625,FALSE
"186","AAPL220715C00235000","REGULAR","USD",2022-07-15,235,0.01,0,0,0,0.01,20,1043,2022-06-24 09:41:05,0.87500125,FALSE
"187","AAPL220715C00240000","REGULAR","USD",2022-07-15,240,0.01,0,0,0,0.01,1,3755,2022-06-17 09:30:22,0.9062509375,FALSE
"188","AAPL220715C00245000","REGULAR","USD",2022-07-15,245,0.01,0,0,0,0.01,1,2649,2022-06-16 09:30:10,0.937500625,FALSE
"189","AAPL220715C00250000","REGULAR","USD",2022-07-15,250,0.01,-0.01,-50,0,0.01,1,2277,2022-07-01 14:54:36,0.9687503125,FALSE
"190","AAPL220715C00260000","REGULAR","USD",2022-07-15,260,0.01,0,0,0,0.01,12,970,2022-06-29 09:30:11,1.000005,FALSE
"191","AAPL220715C00270000","REGULAR","USD",2022-07-15,270,0.01,0,0,0,0.01,40,480,2022-06-27 10:26:29,1.0625046875,FALSE
"192","AAPL220715C00280000","REGULAR","USD",2022-07-15,280,0.01,0,0,0,0.01,10,1012,2022-06-02 09:30:13,1.125004375,FALSE
"193","AAPL220715C00290000","REGULAR","USD",2022-07-15,290,0.01,0,0,0,0.03,1,1483,2022-05-13 09:51:51,1.28125359375,FALSE
"194","AAPL220715C00300000","REGULAR","USD",2022-07-15,300,0.01,0,0,0,0.01,1,8569,2022-06-15 09:30:05,1.21875390625,FALSE
"195","AAPL220722C00090000","REGULAR","USD",2022-07-22,90,47.55,0,0,46.5,50.8,3,4,2022-06-22 10:31:20,1.46777609863281,TRUE
"196","AAPL220722C00095000","REGULAR","USD",2022-07-22,95,37.38,0,0,42,45.8,2,3,2022-06-17 10:06:25,1.32275729248047,TRUE
"197","AAPL220722C00100000","REGULAR","USD",2022-07-22,100,36,0,0,37,40.85,12,21,2022-06-30 15:18:38,1.19263098999023,TRUE
"198","AAPL220722C00105000","REGULAR","USD",2022-07-22,105,35.48,0,0,32,35.9,2,18,2022-06-24 15:11:12,1.06592263916016,TRUE
"199","AAPL220722C00110000","REGULAR","USD",2022-07-22,110,27.1,0,0,27,31,5,79,2022-06-30 11:30:10,0.949707534179687,TRUE
"200","AAPL220722C00115000","REGULAR","USD",2022-07-22,115,21.85,0,0,22.25,26,5,62,2022-06-30 11:45:47,0.819337744140625,TRUE
"201","AAPL220722C00120000","REGULAR","USD",2022-07-22,120,17.15,-0.1400013,-0.8097241,17.5,21.5,1,37,2022-07-01 10:52:06,0.751467329101562,TRUE
"202","AAPL220722C00125000","REGULAR","USD",2022-07-22,125,14.65,2.0499992,16.269835,13.2,16.9,53,485,2022-07-01 15:41:29,0.658450681152344,TRUE
"203","AAPL220722C00130000","REGULAR","USD",2022-07-22,130,10.65,1.6499996,18.33333,9.15,11.8,87,9205,2022-07-01 15:59:00,0.507085007324219,TRUE
"204","AAPL220722C00135000","REGULAR","USD",2022-07-22,135,6.91,1.21,21.228071,6.05,7,729,12031,2022-07-01 15:59:48,0.373785559082031,TRUE
"205","AAPL220722C00140000","REGULAR","USD",2022-07-22,140,3.87,0.66999984,20.937494,3.7,3.95,4398,8814,2022-07-01 15:59:55,0.342902078857422,FALSE
"206","AAPL220722C00145000","REGULAR","USD",2022-07-22,145,1.8,0.19999993,12.499995,1.59,1.81,2576,5389,2022-07-01 15:59:54,0.313849635009766,FALSE
"207","AAPL220722C00150000","REGULAR","USD",2022-07-22,150,0.68,0.050000012,7.9365096,0.59,0.7,1333,10720,2022-07-01 15:59:34,0.299079274902344,FALSE
"208","AAPL220722C00155000","REGULAR","USD",2022-07-22,155,0.25,-0.02000001,-7.407411,0.21,0.28,665,7261,2022-07-01 15:59:49,0.303717900390625,FALSE
"209","AAPL220722C00160000","REGULAR","USD",2022-07-22,160,0.1,-0.009999998,-9.090907,0.09,0.1,242,2101,2022-07-01 15:56:16,0.30664755859375,FALSE
"210","AAPL220722C00165000","REGULAR","USD",2022-07-22,165,0.05,-0.02,-28.571426,0.05,0.1,42,1583,2022-07-01 15:39:04,0.36133451171875,FALSE
"211","AAPL220722C00170000","REGULAR","USD",2022-07-22,170,0.03,0,0,0.03,0.08,10,1537,2022-07-01 12:58:09,0.40039662109375,FALSE
"212","AAPL220722C00175000","REGULAR","USD",2022-07-22,175,0.02,-0.02,-50,0,0.1,10,505,2022-07-01 11:15:12,0.46289599609375,FALSE
"213","AAPL220722C00180000","REGULAR","USD",2022-07-22,180,0.02,-0.01,-33.333336,0.01,0.03,21,739,2022-07-01 15:36:18,0.437505625,FALSE
"214","AAPL220722C00185000","REGULAR","USD",2022-07-22,185,0.01,-0.02,-66.66667,0.01,0.03,123,867,2022-07-01 11:32:59,0.476567734375,FALSE
"215","AAPL220722C00190000","REGULAR","USD",2022-07-22,190,0.02,0,0,0,0.01,170,207,2022-06-30 13:34:12,0.460942890625,FALSE
"216","AAPL220722C00195000","REGULAR","USD",2022-07-22,195,0.02,0,0,0,0.26,6,32,2022-06-27 14:07:14,0.663089306640625,FALSE
"217","AAPL220722C00200000","REGULAR","USD",2022-07-22,200,0.01,0,0,0,0.14,1,185,2022-06-24 11:11:53,0.65039412109375,FALSE
"218","AAPL220722C00205000","REGULAR","USD",2022-07-22,205,0.04,0,0,0,4.8,NA,2,2022-06-07 15:50:04,1.29590195800781,FALSE
"219","AAPL220722C00210000","REGULAR","USD",2022-07-22,210,0.02,0,0,0,0.1,50,54,2022-06-16 09:30:03,0.695315546875,FALSE
"220","AAPL220722C00215000","REGULAR","USD",2022-07-22,215,0.04,0,0,0,0.01,6,6,2022-06-03 10:41:44,0.5937540625,FALSE
"221","AAPL220722C00220000","REGULAR","USD",2022-07-22,220,0.01,0,0,0,4.8,1,1,2022-06-28 14:39:12,1.453127734375,FALSE
"222","AAPL220722C00250000","REGULAR","USD",2022-07-22,250,0.01,0,0,0,0.01,1,2,2022-07-01 11:25:12,0.76562734375,FALSE
"223","AAPL220729C00090000","REGULAR","USD",2022-07-29,90,48.92,0,0,46.55,50.9,1,2,2022-06-28 13:23:38,1.28174187255859,TRUE
"224","AAPL220729C00095000","REGULAR","USD",2022-07-29,95,37.87,0,0,41.7,45.95,NA,1,2022-06-14 10:40:15,1.1638225402832,TRUE
"225","AAPL220729C00100000","REGULAR","USD",2022-07-29,100,36.5,-1.5,-3.9473681,37,41.05,1,29,2022-07-01 10:45:02,0.55664505859375,TRUE
"226","AAPL220729C00105000","REGULAR","USD",2022-07-29,105,29.1,0,0,32,36.15,3,9,2022-06-17 13:12:22,0.51562984375,TRUE
"227","AAPL220729C00110000","REGULAR","USD",2022-07-29,110,31.1,0,0,27.05,31.4,1,50,2022-06-28 10:55:03,0.500005,TRUE
"228","AAPL220729C00115000","REGULAR","USD",2022-07-29,115,24,2.9099998,13.798007,22.5,26.75,1,38,2022-07-01 14:28:03,0.50977052734375,TRUE
"229","AAPL220729C00120000","REGULAR","USD",2022-07-29,120,20.02,1.7800007,9.758776,17.95,21.9,4,34,2022-07-01 15:59:02,0.686404503173828,TRUE
"230","AAPL220729C00125000","REGULAR","USD",2022-07-29,125,15.84,2.71,20.639757,14,16.7,14,159,2022-07-01 15:59:02,0.54883263671875,TRUE
"231","AAPL220729C00130000","REGULAR","USD",2022-07-29,130,12.03,1.8299999,17.941175,10.6,13.05,84,8430,2022-07-01 15:59:02,0.534184345703125,TRUE
"232","AAPL220729C00135000","REGULAR","USD",2022-07-29,135,8.25,1.1500001,16.197186,7.65,9.25,1317,4997,2022-07-01 15:59:40,0.479009116210937,TRUE
"233","AAPL220729C00140000","REGULAR","USD",2022-07-29,140,5.35,0.7999997,17.58241,5,5.5,1458,5491,2022-07-01 15:58:26,0.397955239257813,FALSE
"234","AAPL220729C00145000","REGULAR","USD",2022-07-29,145,3.15,0.45000005,16.666668,3.05,3.2,1502,5144,2022-07-01 15:59:36,0.372198660888672,FALSE
"235","AAPL220729C00150000","REGULAR","USD",2022-07-29,150,1.63,0.26999998,19.85294,1.51,1.7,1407,11483,2022-07-01 15:59:50,0.355719333496094,FALSE
"236","AAPL220729C00155000","REGULAR","USD",2022-07-29,155,0.8,0.07999998,11.111108,0.71,0.87,874,8042,2022-07-01 15:59:03,0.350348293457031,FALSE
"237","AAPL220729C00160000","REGULAR","USD",2022-07-29,160,0.37,-0.00999999,-2.6315765,0.34,0.37,515,5473,2022-07-01 15:59:56,0.33789724609375,FALSE
"238","AAPL220729C00165000","REGULAR","USD",2022-07-29,165,0.17,-0.030000001,-15.000001,0.17,0.21,197,2493,2022-07-01 15:28:14,0.352545537109375,FALSE
"239","AAPL220729C00170000","REGULAR","USD",2022-07-29,170,0.09,-0.029999994,-24.999996,0.03,0.11,220,1930,2022-07-01 15:21:22,0.36133451171875,FALSE
"240","AAPL220729C00175000","REGULAR","USD",2022-07-29,175,0.07,0,0,0.05,0.08,28,544,2022-07-01 15:45:47,0.385748330078125,FALSE
"241","AAPL220729C00180000","REGULAR","USD",2022-07-29,180,0.04,-0.010000002,-20.000004,0.03,0.05,32,406,2022-07-01 13:50:57,0.40039662109375,FALSE
"242","AAPL220729C00185000","REGULAR","USD",2022-07-29,185,0.03,0,0,0.03,0.09,2,78,2022-07-01 13:42:59,0.47070841796875,FALSE
"243","AAPL220729C00190000","REGULAR","USD",2022-07-29,190,0.03,-0.01,-25,0,0.05,4,15,2022-07-01 14:09:04,0.4726615234375,FALSE
"244","AAPL220729C00195000","REGULAR","USD",2022-07-29,195,0.02,0,0,0,0.02,3,213,2022-07-01 15:49:54,0.4570366796875,FALSE
"245","AAPL220729C00200000","REGULAR","USD",2022-07-29,200,0.02,0,0,0,0.02,3,80,2022-07-01 15:37:06,0.4882863671875,FALSE
"246","AAPL220729C00210000","REGULAR","USD",2022-07-29,210,0.05,0,0,0,0.27,7,32,2022-06-28 15:46:25,0.676761044921875,FALSE
"247","AAPL220729C00220000","REGULAR","USD",2022-07-29,220,0.01,0,0,0,0.26,NA,15,2022-06-21 11:57:09,0.73633076171875,FALSE
"248","AAPL220729C00230000","REGULAR","USD",2022-07-29,230,0.01,0,0,0,4.8,1,1,2022-06-28 10:35:27,1.33325528686523,FALSE
"249","AAPL220729C00240000","REGULAR","USD",2022-07-29,240,0.03,0,0,0,4.8,NA,1,2022-06-13 15:40:48,1.41064747802734,FALSE
"250","AAPL220729C00250000","REGULAR","USD",2022-07-29,250,0.03,0,0,0,0.02,1,5,2022-06-17 10:10:07,0.70312796875,FALSE
"251","AAPL220805C00090000","REGULAR","USD",2022-08-05,90,53,0,0,46.7,50.95,NA,0,2022-06-27 11:35:57,1.15015073364258,TRUE
"252","AAPL220805C00095000","REGULAR","USD",2022-08-05,95,43.1,0,0,41.8,46.05,2,2,2022-06-28 15:47:24,1.05176255371094,TRUE
"253","AAPL220805C00100000","REGULAR","USD",2022-08-05,100,39.47,0,0,37,41.15,1,1,2022-06-28 13:30:17,0.5273484765625,TRUE
"254","AAPL220805C00110000","REGULAR","USD",2022-08-05,110,34,0,0,27.3,31.6,2,2,2022-06-28 09:35:00,0.500981552734375,TRUE
"255","AAPL220805C00115000","REGULAR","USD",2022-08-05,115,22.45,0,0,22.8,27,1,7,2022-06-30 09:47:42,0.727663856201172,TRUE
"256","AAPL220805C00120000","REGULAR","USD",2022-08-05,120,20.39,2.6899986,15.197732,19.15,22.45,4,19,2022-07-01 15:58:21,0.510136734619141,TRUE
"257","AAPL220805C00125000","REGULAR","USD",2022-08-05,125,16,1.1499996,7.7441053,15.1,17.55,1,19,2022-07-01 15:49:13,0.555302298583984,TRUE
"258","AAPL220805C00130000","REGULAR","USD",2022-08-05,130,12.37,1.6700001,15.607478,11,13.35,352,384,2022-07-01 15:58:21,0.496342927246094,TRUE
"259","AAPL220805C00135000","REGULAR","USD",2022-08-05,135,8.65,1.1399994,15.179751,8.3,8.95,87,942,2022-07-01 15:57:49,0.408331112060547,TRUE
"260","AAPL220805C00140000","REGULAR","USD",2022-08-05,140,5.9,0.7000003,13.461545,5.5,6,312,1300,2022-07-01 15:59:03,0.384161431884766,FALSE
"261","AAPL220805C00145000","REGULAR","USD",2022-08-05,145,3.65,0.5500002,17.741943,3.3,4,279,425,2022-07-01 15:59:03,0.381842119140625,FALSE
"262","AAPL220805C00150000","REGULAR","USD",2022-08-05,150,2.02,0.21000004,11.602213,1.89,2.2,1206,1661,2022-07-01 15:58:39,0.354620711669922,FALSE
"263","AAPL220805C00155000","REGULAR","USD",2022-08-05,155,1.04,0.059999943,6.122443,0.81,1.26,785,1872,2022-07-01 15:57:07,0.351446915283203,FALSE
"264","AAPL220805C00160000","REGULAR","USD",2022-08-05,160,0.53,0.00999999,1.9230751,0.44,0.54,210,1262,2022-07-01 15:46:01,0.328864133300781,FALSE
"265","AAPL220805C00165000","REGULAR","USD",2022-08-05,165,0.26,-0.01000002,-3.7037113,0.22,0.29,7,496,2022-07-01 15:48:10,0.333746896972656,FALSE
"266","AAPL220805C00170000","REGULAR","USD",2022-08-05,170,0.15,-0.00999999,-6.2499943,0.16,0.2,74,262,2022-07-01 15:53:31,0.354498642578125,FALSE
"267","AAPL220805C00175000","REGULAR","USD",2022-08-05,175,0.08,-0.04,-33.333336,0.07,0.12,1,50,2022-07-01 15:08:32,0.364264169921875,FALSE
"268","AAPL220805C00180000","REGULAR","USD",2022-08-05,180,0.07,0.02,39.999996,0.04,0.07,5,52,2022-07-01 12:43:26,0.37305314453125,FALSE
"269","AAPL220805C00185000","REGULAR","USD",2022-08-05,185,0.05,0,0,0.02,0.05,15,34,2022-07-01 15:59:04,0.38867798828125,FALSE
"270","AAPL220805C00190000","REGULAR","USD",2022-08-05,190,0.06,0,0,0,0.11,NA,1,2022-06-27 11:19:45,0.4648491015625,FALSE
"271","AAPL220805C00195000","REGULAR","USD",2022-08-05,195,0.03,0,0,0,0.09,2,8,2022-06-24 12:19:55,0.48438015625,FALSE
"272","AAPL220805C00205000","REGULAR","USD",2022-08-05,205,0.04,0,0,NA,0.05,NA,NA,2022-06-29 09:30:02,0.507817421875,FALSE
"273","AAPL220805C00210000","REGULAR","USD",2022-08-05,210,0.03,0,0,0,4.8,1,1,2022-06-24 11:55:18,1.03564935302734,FALSE
"274","AAPL220819C00040000","REGULAR","USD",2022-08-19,40,94.96,0,0,96.9,100.75,1,10,2022-06-30 10:44:34,2.32422293945312,TRUE
"275","AAPL220819C00065000","REGULAR","USD",2022-08-19,65,73.4,0,0,72,75.8,NA,6,2022-06-23 15:35:55,1.50146733642578,TRUE
"276","AAPL220819C00070000","REGULAR","USD",2022-08-19,70,68.3,0,0,61.1,62.2,1,1,2022-05-20 10:50:44,1e-05,TRUE
"277","AAPL220819C00075000","REGULAR","USD",2022-08-19,75,63.66,0,0,61.9,65.85,1,4,2022-06-10 13:54:23,1.26733764770508,TRUE
"278","AAPL220819C00080000","REGULAR","USD",2022-08-19,80,60.2,0,0,56.85,60.9,3,200,2022-06-24 14:02:49,1.16504323730469,TRUE
"279","AAPL220819C00085000","REGULAR","USD",2022-08-19,85,72.1,0,0,60.35,61.3,20,108,2022-05-05 14:47:01,1.60888867431641,TRUE
"280","AAPL220819C00090000","REGULAR","USD",2022-08-19,90,47.01,0,0,47.15,51.05,24,127,2022-06-23 13:20:14,0.581058876953125,TRUE
"281","AAPL220819C00095000","REGULAR","USD",2022-08-19,95,47.9,0,0,42.25,46.15,5,225,2022-06-27 10:05:00,0.557621611328125,TRUE
"282","AAPL220819C00100000","REGULAR","USD",2022-08-19,100,37.3,-0.40000153,-1.0610119,37.45,41.35,4,566,2022-07-01 12:36:37,0.546391254882813,TRUE
"283","AAPL220819C00105000","REGULAR","USD",2022-08-19,105,33.6,0,0,32.75,36.2,43,371,2022-06-30 13:05:16,0.719729365234375,TRUE
"284","AAPL220819C00110000","REGULAR","USD",2022-08-19,110,30.05,1.7699986,6.258835,28.85,30.7,6,598,2022-07-01 15:59:13,0.582767844238281,TRUE
"285","AAPL220819C00115000","REGULAR","USD",2022-08-19,115,25.25,1.4500008,6.09244,24.6,25.85,44,213,2022-07-01 15:57:57,0.515263636474609,TRUE
"286","AAPL220819C00120000","REGULAR","USD",2022-08-19,120,21.1,2.3600006,12.593387,20.6,21.45,46,1396,2022-07-01 15:59:05,0.481206359863281,TRUE
"287","AAPL220819C00125000","REGULAR","USD",2022-08-19,125,16.97,1.9699993,13.133329,15.75,17.3,69,782,2022-07-01 15:59:58,0.451299432373047,TRUE
"288","AAPL220819C00130000","REGULAR","USD",2022-08-19,130,13,1.7399998,15.452929,12.65,14,621,4510,2022-07-01 15:40:28,0.454351159667969,TRUE
"289","AAPL220819C00135000","REGULAR","USD",2022-08-19,135,9.77,1.0700006,12.298859,9.5,9.9,388,6293,2022-07-01 15:59:58,0.392828337402344,TRUE
"290","AAPL220819C00140000","REGULAR","USD",2022-08-19,140,6.86,0.6500001,10.4669895,6.7,6.95,2744,13546,2022-07-01 15:59:49,0.370611762695312,FALSE
"291","AAPL220819C00145000","REGULAR","USD",2022-08-19,145,4.5,0.40999985,10.024446,4.25,4.6,2066,20256,2022-07-01 15:59:16,0.352423468017578,FALSE
"292","AAPL220819C00150000","REGULAR","USD",2022-08-19,150,2.8,0.3699999,15.226333,2.72,2.82,2305,28899,2022-07-01 15:59:20,0.335638967895508,FALSE
"293","AAPL220819C00155000","REGULAR","USD",2022-08-19,155,1.65,0.110000014,7.142858,1.53,1.67,1555,19660,2022-07-01 15:59:11,0.326666889648437,FALSE
"294","AAPL220819C00160000","REGULAR","USD",2022-08-19,160,0.92,0.02000004,2.2222269,0.87,0.96,1377,27321,2022-07-01 15:59:45,0.32227240234375,FALSE
"295","AAPL220819C00165000","REGULAR","USD",2022-08-19,165,0.54,0,0,0.47,0.54,722,14407,2022-07-01 15:59:45,0.320563435058594,FALSE
"296","AAPL220819C00170000","REGULAR","USD",2022-08-19,170,0.3,-0.00999999,-3.2258034,0.27,0.32,179,20747,2022-07-01 15:48:02,0.324713784179687,FALSE
"297","AAPL220819C00175000","REGULAR","USD",2022-08-19,175,0.18,0.010000005,5.882356,0.15,0.2,115,28003,2022-07-01 15:57:30,0.332526206054688,FALSE
"298","AAPL220819C00180000","REGULAR","USD",2022-08-19,180,0.11,-0.009999998,-8.333332,0.1,0.13,36,11394,2022-07-01 15:47:26,0.34180345703125,FALSE
"299","AAPL220819C00185000","REGULAR","USD",2022-08-19,185,0.08,-0.010000005,-11.111116,0.07,0.1,33,9236,2022-07-01 15:42:05,0.358404853515625,FALSE
"300","AAPL220819C00190000","REGULAR","USD",2022-08-19,190,0.06,-0.010000002,-14.285716,0.05,0.07,5,11262,2022-07-01 14:49:57,0.36914693359375,FALSE
"301","AAPL220819C00195000","REGULAR","USD",2022-08-19,195,0.05,0,0,0.02,0.08,2,4026,2022-06-30 13:12:03,0.401373173828125,FALSE
"302","AAPL220819C00200000","REGULAR","USD",2022-08-19,200,0.04,0,0,0.03,0.05,23,4474,2022-07-01 15:58:35,0.4023497265625,FALSE
"303","AAPL220819C00205000","REGULAR","USD",2022-08-19,205,0.04,0.01,33.333336,0.01,0.04,2,4023,2022-07-01 09:52:12,0.41602146484375,FALSE
"304","AAPL220819C00210000","REGULAR","USD",2022-08-19,210,0.02,-0.01,-33.333336,0.01,0.04,5,2607,2022-07-01 15:30:10,0.437505625,FALSE
"305","AAPL220819C00215000","REGULAR","USD",2022-08-19,215,0.02,0,0,0.01,0.03,5,2980,2022-06-30 14:09:43,0.445318046875,FALSE
"306","AAPL220819C00220000","REGULAR","USD",2022-08-19,220,0.01,0,0,0,0.07,1,3351,2022-06-30 11:45:09,0.5117236328125,FALSE
"307","AAPL220819C00225000","REGULAR","USD",2022-08-19,225,0.01,0,0,0.01,0.08,1,1745,2022-06-29 10:31:41,0.507817421875,FALSE
"308","AAPL220819C00230000","REGULAR","USD",2022-08-19,230,0.02,0,0,0,0.03,5,547,2022-06-16 15:58:43,0.507817421875,FALSE
"309","AAPL220819C00235000","REGULAR","USD",2022-08-19,235,0.01,0,0,0.01,0.03,2,805,2022-06-29 11:00:33,0.5039112109375,FALSE
"310","AAPL220819C00240000","REGULAR","USD",2022-08-19,240,0.02,0,0,0,0.07,300,1705,2022-06-14 09:47:10,0.5507857421875,FALSE
"311","AAPL220819C00245000","REGULAR","USD",2022-08-19,245,0.02,0,0,0,0.03,373,1369,2022-06-10 13:36:21,0.5273484765625,FALSE
"312","AAPL220819C00250000","REGULAR","USD",2022-08-19,250,0.02,0,0,0,0.07,10,882,2022-06-28 12:51:18,0.58789474609375,FALSE
"313","AAPL220819C00255000","REGULAR","USD",2022-08-19,255,0.03,0,0,0,0.03,1,860,2022-06-22 10:11:39,0.562504375,FALSE
"314","AAPL220819C00260000","REGULAR","USD",2022-08-19,260,0.01,-0.02,-66.66667,0,0.01,257,2698,2022-07-01 10:32:36,0.5312546875,FALSE
"315","AAPL220916C00040000","REGULAR","USD",2022-09-16,40,96.5,0,0,96.95,100.8,2,96,2022-06-23 13:44:01,1.85888742431641,TRUE
"316","AAPL220916C00041250","REGULAR","USD",2022-09-16,41.25,92.6,0,0,89.75,91.2,7,320,2022-05-20 14:14:36,1e-05,TRUE
"317","AAPL220916C00042500","REGULAR","USD",2022-09-16,42.5,113.88,0,0,107.05,107.4,11,4,2022-05-02 10:48:15,3.13232638793945,TRUE
"318","AAPL220916C00043750","REGULAR","USD",2022-09-16,43.75,102.67,0,0,92.95,97.05,1,40,2022-06-03 09:43:55,1.73388804931641,TRUE
"319","AAPL220916C00045000","REGULAR","USD",2022-09-16,45,101.39,0,0,91.85,95.8,2,62,2022-06-03 09:43:55,1.69482574462891,TRUE
"320","AAPL220916C00046250","REGULAR","USD",2022-09-16,46.25,102.3,0,0,88.2,89.9,2,67,2022-05-31 09:57:22,1e-05,TRUE
"321","AAPL220916C00047500","REGULAR","USD",2022-09-16,47.5,90.6,0,0,90.05,90.4,2,9,2022-05-24 10:53:16,1e-05,TRUE
"322","AAPL220916C00048750","REGULAR","USD",2022-09-16,48.75,126.79,0,0,112.9,116.15,200,3,2022-02-03 14:07:21,4.37134242645264,TRUE
"323","AAPL220916C00050000","REGULAR","USD",2022-09-16,50,86.5,-3.5,-3.888889,87.25,90.8,1,122,2022-07-01 09:30:03,0.93164130859375,TRUE
"324","AAPL220916C00052500","REGULAR","USD",2022-09-16,52.5,102.56,0,0,94.9,97.75,12,406,2022-05-02 13:16:24,2.52466189147949,TRUE
"325","AAPL220916C00055000","REGULAR","USD",2022-09-16,55,92.3,0,0,81.45,83.4,1,68,2022-05-13 11:18:13,1e-05,TRUE
"326","AAPL220916C00057500","REGULAR","USD",2022-09-16,57.5,89.65,0,0,79,80.55,3,310,2022-05-13 11:00:08,1e-05,TRUE
"327","AAPL220916C00060000","REGULAR","USD",2022-09-16,60,77.9,0,0,76.95,80.85,5,322,2022-06-28 15:29:10,1.31006204345703,TRUE
"328","AAPL220916C00062500","REGULAR","USD",2022-09-16,62.5,88.6,0,0,73.7,74.05,4,166,2022-06-01 09:36:44,1e-05,TRUE
"329","AAPL220916C00065000","REGULAR","USD",2022-09-16,65,72.43,0,0,71.9,75.9,4,1275,2022-06-30 14:28:32,1.20898833007812,TRUE
"330","AAPL220916C00067500","REGULAR","USD",2022-09-16,67.5,83.05,0,0,69.5,73.4,50,337,2022-06-02 14:56:49,0.562504375,TRUE
"331","AAPL220916C00070000","REGULAR","USD",2022-09-16,70,69.63,0,0,67.05,70.95,11,924,2022-06-29 15:46:01,0.617191328125,TRUE
"332","AAPL220916C00072500","REGULAR","USD",2022-09-16,72.5,69.92,0,0,60.05,60.4,4,104,2022-05-18 13:41:38,1e-05,TRUE
"333","AAPL220916C00075000","REGULAR","USD",2022-09-16,75,63.05,-0.45999908,-0.72429395,62,66,2,1788,2022-07-01 09:59:20,0.56055126953125,TRUE
"334","AAPL220916C00076250","REGULAR","USD",2022-09-16,76.25,71.38,0,0,62.1,62.4,2,181,2022-05-11 14:58:57,1e-05,TRUE
"335","AAPL220916C00077500","REGULAR","USD",2022-09-16,77.5,58.39,0,0,59.5,63.55,8,762,2022-06-22 15:59:58,0.554691953125,TRUE
"336","AAPL220916C00078750","REGULAR","USD",2022-09-16,78.75,58.84,0,0,52.7,54.2,2,138,2022-05-20 12:05:52,1e-05,TRUE
"337","AAPL220916C00080000","REGULAR","USD",2022-09-16,80,57.9,0,0,57.1,61.1,89,726,2022-06-30 11:58:47,0.571293349609375,TRUE
"338","AAPL220916C00081250","REGULAR","USD",2022-09-16,81.25,58.58,0,0,55.95,59.85,13,353,2022-06-29 15:14:50,0.579105771484375,TRUE
"339","AAPL220916C00082500","REGULAR","USD",2022-09-16,82.5,57.95,0,0,54.75,58.65,12,361,2022-06-29 11:04:45,0.583011982421875,TRUE
"340","AAPL220916C00083750","REGULAR","USD",2022-09-16,83.75,50.89,0,0,53.5,57.45,12,414,2022-06-30 10:11:14,0.576664389648437,TRUE
"341","AAPL220916C00085000","REGULAR","USD",2022-09-16,85,52.15,-2.2699966,-4.1712546,52.2,56.2,4,686,2022-07-01 13:17:30,0.553715400390625,TRUE
